,date,id,argent_retire
86,2022-11-30 01:01:00,16,80
87,2022-11-30 01:01:00,25,1640
88,2022-11-30 01:02:00,30,1420
89,2022-11-30 01:02:00,34,1710
90,2022-11-30 01:02:00,46,1100
91,2022-11-30 01:04:00,29,920
92,2022-11-30 01:04:00,39,1510
93,2022-11-30 01:05:00,5,1920
94,2022-11-30 01:06:00,4,1590
95,2022-11-30 01:06:00,27,780
96,2022-11-30 01:06:00,31,650
97,2022-11-30 01:06:00,41,1300
98,2022-11-30 01:08:00,18,1710
99,2022-11-30 01:08:00,43,660
100,2022-11-30 01:09:00,28,1150
101,2022-11-30 01:10:00,26,1020
102,2022-11-30 01:10:00,35,440
103,2022-11-30 01:11:00,22,1070
104,2022-11-30 01:11:00,36,1820
105,2022-11-30 01:12:00,38,1290
106,2022-11-30 01:12:00,47,540
107,2022-11-30 01:13:00,23,900
108,2022-11-30 01:14:00,7,1920
109,2022-11-30 01:15:00,33,1830
110,2022-11-30 01:16:00,44,420
111,2022-11-30 01:17:00,2,110
112,2022-11-30 01:17:00,11,1070
113,2022-11-30 01:17:00,22,570
114,2022-11-30 01:18:00,1,430
115,2022-11-30 01:18:00,13,1300
116,2022-11-30 01:19:00,49,420
117,2022-11-30 01:20:00,6,1940
118,2022-11-30 01:20:00,15,1830
119,2022-11-30 01:20:00,32,1980
120,2022-11-30 01:22:00,24,600
121,2022-11-30 01:22:00,29,780
122,2022-11-30 01:22:00,37,580
123,2022-11-30 01:23:00,3,1240
124,2022-11-30 01:23:00,11,1690
125,2022-11-30 01:23:00,45,250
126,2022-11-30 01:24:00,14,590
127,2022-11-30 01:24:00,21,320
128,2022-11-30 01:24:00,23,330
129,2022-11-30 01:25:00,20,430
130,2022-11-30 01:25:00,31,1780
131,2022-11-30 01:25:00,34,1470
132,2022-11-30 01:26:00,39,500
133,2022-11-30 01:26:00,46,110
134,2022-11-30 01:26:00,49,1990
135,2022-11-30 01:27:00,8,180
136,2022-11-30 01:29:00,10,1080
137,2022-11-30 01:29:00,18,1740
138,2022-11-30 01:29:00,23,850
139,2022-11-30 01:29:00,41,1600
140,2022-11-30 01:30:00,17,1720
141,2022-11-30 01:31:00,38,1900
142,2022-11-30 01:32:00,43,860
143,2022-11-30 01:34:00,16,330
144,2022-11-30 01:34:00,22,900
145,2022-11-30 01:35:00,4,1480
146,2022-11-30 01:35:00,9,260
147,2022-11-30 01:35:00,36,1680
148,2022-11-30 01:36:00,26,1270
149,2022-11-30 01:36:00,42,480
150,2022-11-30 01:36:00,44,940
151,2022-11-30 01:37:00,32,1060
152,2022-11-30 01:37:00,40,1770
153,2022-11-30 01:37:00,47,1460
154,2022-11-30 01:38:00,0,260
155,2022-11-30 01:38:00,5,720
156,2022-11-30 01:38:00,18,1730
157,2022-11-30 01:38:00,31,190
158,2022-11-30 01:39:00,19,70
159,2022-11-30 01:39:00,35,1360
160,2022-11-30 01:40:00,41,810
161,2022-11-30 01:41:00,12,1800
162,2022-11-30 01:41:00,14,1870
163,2022-11-30 01:42:00,11,1020
164,2022-11-30 01:42:00,48,1480
165,2022-11-30 01:43:00,27,820
166,2022-11-30 01:43:00,38,640
167,2022-11-30 01:44:00,29,610
168,2022-11-30 01:46:00,23,950
169,2022-11-30 01:46:00,49,1920
170,2022-11-30 01:47:00,28,20
171,2022-11-30 01:48:00,2,1490
172,2022-11-30 01:49:00,20,360
173,2022-11-30 01:49:00,21,690
174,2022-11-30 01:49:00,25,480
175,2022-11-30 01:49:00,26,1950
176,2022-11-30 01:49:00,30,370
177,2022-11-30 01:52:00,34,220
178,2022-11-30 01:52:00,37,1420
179,2022-11-30 01:52:00,45,1170
180,2022-11-30 01:53:00,13,380
181,2022-11-30 01:54:00,1,1040
182,2022-11-30 01:54:00,35,1160
183,2022-11-30 01:54:00,41,1430
184,2022-11-30 01:55:00,12,1990
185,2022-11-30 01:55:00,15,1970
186,2022-11-30 01:55:00,49,880
187,2022-11-30 01:56:00,4,20
188,2022-11-30 01:56:00,36,610
189,2022-11-30 01:57:00,7,350
190,2022-11-30 01:57:00,8,460
191,2022-11-30 01:59:00,27,1610
192,2022-11-30 02:00:00,45,1070
193,2022-11-30 02:01:00,13,1490
194,2022-11-30 02:01:00,28,1200
195,2022-11-30 02:01:00,29,1890
196,2022-11-30 02:01:00,34,570
197,2022-11-30 02:02:00,6,1740
198,2022-11-30 02:03:00,19,990
199,2022-11-30 02:03:00,33,340
200,2022-11-30 02:04:00,3,1730
201,2022-11-30 02:04:00,42,1540
202,2022-11-30 02:04:00,43,1340
203,2022-11-30 02:05:00,22,1170
204,2022-11-30 02:05:00,31,480
205,2022-11-30 02:05:00,39,1420
206,2022-11-30 02:06:00,24,1720
207,2022-11-30 02:06:00,38,1390
208,2022-11-30 02:09:00,9,330
209,2022-11-30 02:09:00,10,550
210,2022-11-30 02:09:00,42,370
211,2022-11-30 02:10:00,17,220
212,2022-11-30 02:10:00,32,1340
213,2022-11-30 02:13:00,25,1620
214,2022-11-30 02:13:00,47,1720
215,2022-11-30 02:14:00,40,30
216,2022-11-30 02:15:00,29,1510
217,2022-11-30 02:15:00,41,170
218,2022-11-30 02:15:00,44,1840
219,2022-11-30 02:15:00,46,830
220,2022-11-30 02:16:00,3,1240
221,2022-11-30 02:16:00,4,860
222,2022-11-30 02:16:00,16,1080
223,2022-11-30 02:16:00,21,890
224,2022-11-30 02:16:00,39,1140
225,2022-11-30 02:17:00,0,1200
226,2022-11-30 02:17:00,14,1810
227,2022-11-30 02:18:00,9,1400
228,2022-11-30 02:19:00,18,630
229,2022-11-30 02:20:00,15,910
230,2022-11-30 02:21:00,4,1730
231,2022-11-30 02:21:00,5,1610
232,2022-11-30 02:21:00,46,580
233,2022-11-30 02:24:00,26,1370
234,2022-11-30 02:24:00,37,190
235,2022-11-30 02:25:00,7,650
236,2022-11-30 02:25:00,32,310
237,2022-11-30 02:26:00,11,1910
238,2022-11-30 02:26:00,23,1330
239,2022-11-30 02:27:00,3,1690
240,2022-11-30 02:27:00,8,210
241,2022-11-30 02:27:00,28,700
242,2022-11-30 02:27:00,31,1120
243,2022-11-30 02:27:00,48,1490
244,2022-11-30 02:28:00,22,730
245,2022-11-30 02:28:00,41,860
246,2022-11-30 02:29:00,35,1290
247,2022-11-30 02:29:00,44,630
248,2022-11-30 02:30:00,47,860
249,2022-11-30 02:31:00,20,350
250,2022-11-30 02:31:00,30,850
251,2022-11-30 02:31:00,37,690
252,2022-11-30 02:32:00,26,1190
253,2022-11-30 02:32:00,40,580
254,2022-11-30 02:32:00,42,1830
255,2022-11-30 02:34:00,11,1960
256,2022-11-30 02:34:00,12,1660
257,2022-11-30 02:34:00,23,650
258,2022-11-30 02:34:00,32,680
259,2022-11-30 02:35:00,2,1470
260,2022-11-30 02:36:00,45,90
261,2022-11-30 02:38:00,1,1080
262,2022-11-30 02:38:00,20,1800
263,2022-11-30 02:39:00,19,1830
264,2022-11-30 02:39:00,27,420
265,2022-11-30 02:39:00,38,1110
266,2022-11-30 02:40:00,9,1150
267,2022-11-30 02:40:00,29,880
268,2022-11-30 02:40:00,39,990
269,2022-11-30 02:41:00,43,1990
270,2022-11-30 02:42:00,24,1730
271,2022-11-30 02:42:00,25,50
272,2022-11-30 02:42:00,40,1520
273,2022-11-30 02:44:00,16,330
274,2022-11-30 02:44:00,26,1780
275,2022-11-30 02:44:00,36,380
276,2022-11-30 02:44:00,49,290
277,2022-11-30 02:45:00,34,1320
278,2022-11-30 02:45:00,45,1130
279,2022-11-30 02:45:00,48,1350
280,2022-11-30 02:46:00,15,1380
281,2022-11-30 02:46:00,46,820
282,2022-11-30 02:47:00,6,770
283,2022-11-30 02:47:00,10,1170
284,2022-11-30 02:47:00,12,400
285,2022-11-30 02:47:00,13,1820
286,2022-11-30 02:47:00,17,270
287,2022-11-30 02:47:00,42,150
288,2022-11-30 02:48:00,3,1350
289,2022-11-30 02:48:00,8,50
290,2022-11-30 02:49:00,28,1870
291,2022-11-30 02:50:00,33,1530
292,2022-11-30 02:51:00,7,1350
293,2022-11-30 02:51:00,32,1430
294,2022-11-30 02:51:00,43,1730
295,2022-11-30 02:52:00,9,1580
296,2022-11-30 02:52:00,17,400
297,2022-11-30 02:52:00,22,550
298,2022-11-30 02:53:00,4,830
299,2022-11-30 02:53:00,39,1250
300,2022-11-30 02:54:00,40,300
301,2022-11-30 02:55:00,27,1460
302,2022-11-30 02:55:00,48,860
303,2022-11-30 02:56:00,21,1220
304,2022-11-30 02:57:00,19,520
305,2022-11-30 02:58:00,2,550
306,2022-11-30 02:58:00,32,1660
307,2022-11-30 02:59:00,0,1790
308,2022-11-30 02:59:00,26,710
309,2022-11-30 03:00:00,28,490
310,2022-11-30 03:00:00,37,150
311,2022-11-30 03:00:00,47,80
312,2022-11-30 03:01:00,3,1550
313,2022-11-30 03:01:00,18,1530
314,2022-11-30 03:02:00,30,1810
315,2022-11-30 03:02:00,48,490
316,2022-11-30 03:03:00,41,1330
317,2022-11-30 03:04:00,5,1290
318,2022-11-30 03:04:00,13,810
319,2022-11-30 03:04:00,25,1400
320,2022-11-30 03:05:00,31,710
321,2022-11-30 03:05:00,44,390
322,2022-11-30 03:06:00,14,270
323,2022-11-30 03:06:00,42,510
324,2022-11-30 03:07:00,21,250
325,2022-11-30 03:07:00,35,1410
326,2022-11-30 03:08:00,11,410
327,2022-11-30 03:09:00,9,680
328,2022-11-30 03:10:00,17,1930
329,2022-11-30 03:12:00,20,1850
330,2022-11-30 03:12:00,44,750
331,2022-11-30 03:13:00,21,1010
332,2022-11-30 03:13:00,37,1470
333,2022-11-30 03:13:00,39,1010
334,2022-11-30 03:13:00,48,1620
335,2022-11-30 03:15:00,3,1770
336,2022-11-30 03:15:00,5,790
337,2022-11-30 03:15:00,42,230
338,2022-11-30 03:16:00,45,940
339,2022-11-30 03:17:00,29,1650
340,2022-11-30 03:17:00,36,360
341,2022-11-30 03:17:00,40,140
342,2022-11-30 03:18:00,16,1230
343,2022-11-30 03:19:00,9,1990
344,2022-11-30 03:19:00,24,1820
345,2022-11-30 03:20:00,13,1520
346,2022-11-30 03:20:00,22,530
347,2022-11-30 03:20:00,38,730
348,2022-11-30 03:20:00,41,1850
349,2022-11-30 03:21:00,1,1770
350,2022-11-30 03:21:00,11,670
351,2022-11-30 03:22:00,10,940
352,2022-11-30 03:23:00,15,1050
353,2022-11-30 03:23:00,17,1390
354,2022-11-30 03:23:00,21,1560
355,2022-11-30 03:23:00,23,1250
356,2022-11-30 03:23:00,46,150
357,2022-11-30 03:24:00,26,1080
358,2022-11-30 03:25:00,4,620
359,2022-11-30 03:25:00,43,1420
360,2022-11-30 03:26:00,12,70
361,2022-11-30 03:26:00,27,1750
362,2022-11-30 03:26:00,32,860
363,2022-11-30 03:26:00,47,830
364,2022-11-30 03:28:00,2,1110
365,2022-11-30 03:29:00,38,290
366,2022-11-30 03:29:00,39,750
367,2022-11-30 03:30:00,36,1270
368,2022-11-30 03:31:00,37,210
369,2022-11-30 03:31:00,45,490
370,2022-11-30 03:31:00,49,1570
371,2022-11-30 03:32:00,9,960
372,2022-11-30 03:32:00,34,790
373,2022-11-30 03:33:00,10,550
374,2022-11-30 03:33:00,18,1250
375,2022-11-30 03:34:00,6,640
376,2022-11-30 03:34:00,17,1040
377,2022-11-30 03:34:00,19,1600
378,2022-11-30 03:34:00,25,1520
379,2022-11-30 03:34:00,30,580
380,2022-11-30 03:34:00,33,470
381,2022-11-30 03:35:00,24,1060
382,2022-11-30 03:36:00,27,1530
383,2022-11-30 03:37:00,8,60
384,2022-11-30 03:37:00,16,960
385,2022-11-30 03:38:00,34,1820
386,2022-11-30 03:39:00,7,30
387,2022-11-30 03:39:00,18,400
388,2022-11-30 03:39:00,44,1640
389,2022-11-30 03:40:00,3,1220
390,2022-11-30 03:40:00,25,510
391,2022-11-30 03:41:00,5,590
392,2022-11-30 03:41:00,13,1610
393,2022-11-30 03:41:00,31,1540
394,2022-11-30 03:43:00,22,850
395,2022-11-30 03:43:00,32,1180
396,2022-11-30 03:44:00,9,1430
397,2022-11-30 03:44:00,39,1460
398,2022-11-30 03:44:00,40,1670
399,2022-11-30 03:45:00,33,1130
400,2022-11-30 03:46:00,0,400
401,2022-11-30 03:46:00,37,1250
402,2022-11-30 03:47:00,8,1540
403,2022-11-30 03:47:00,11,1650
404,2022-11-30 03:47:00,14,600
405,2022-11-30 03:48:00,26,1010
406,2022-11-30 03:48:00,47,220
407,2022-11-30 03:49:00,24,210
408,2022-11-30 03:49:00,28,820
409,2022-11-30 03:49:00,31,1870
410,2022-11-30 03:50:00,19,1340
411,2022-11-30 03:50:00,32,1090
412,2022-11-30 03:50:00,35,1900
413,2022-11-30 03:50:00,43,1460
414,2022-11-30 03:51:00,42,440
415,2022-11-30 03:52:00,22,1880
416,2022-11-30 03:53:00,2,330
417,2022-11-30 03:54:00,6,80
418,2022-11-30 03:56:00,13,70
419,2022-11-30 03:56:00,20,230
420,2022-11-30 03:56:00,40,450
421,2022-11-30 03:57:00,18,840
422,2022-11-30 03:57:00,48,1570
423,2022-11-30 03:58:00,12,1130
424,2022-11-30 03:59:00,46,480
425,2022-11-30 04:01:00,1,300
426,2022-11-30 04:01:00,28,550
427,2022-11-30 04:01:00,29,390
428,2022-11-30 04:01:00,36,1220
429,2022-11-30 04:02:00,38,890
430,2022-11-30 04:05:00,4,1130
431,2022-11-30 04:05:00,37,1430
432,2022-11-30 04:06:00,25,1960
433,2022-11-30 04:06:00,34,1080
434,2022-11-30 04:07:00,27,1850
435,2022-11-30 04:08:00,10,760
436,2022-11-30 04:08:00,21,820
437,2022-11-30 04:08:00,41,1870
438,2022-11-30 04:09:00,15,70
439,2022-11-30 04:10:00,11,1980
440,2022-11-30 04:11:00,23,1610
441,2022-11-30 04:12:00,8,1990
442,2022-11-30 04:13:00,12,310
443,2022-11-30 04:13:00,32,1320
444,2022-11-30 04:13:00,39,760
445,2022-11-30 04:13:00,49,1590
446,2022-11-30 04:14:00,31,560
447,2022-11-30 04:15:00,9,150
448,2022-11-30 04:15:00,20,1090
449,2022-11-30 04:15:00,45,1150
450,2022-11-30 04:16:00,14,1380
451,2022-11-30 04:16:00,36,240
452,2022-11-30 04:17:00,33,200
453,2022-11-30 04:17:00,40,1300
454,2022-11-30 04:19:00,28,290
455,2022-11-30 04:20:00,4,810
456,2022-11-30 04:21:00,0,1630
457,2022-11-30 04:21:00,13,90
458,2022-11-30 04:21:00,17,250
459,2022-11-30 04:21:00,46,230
460,2022-11-30 04:22:00,19,1020
461,2022-11-30 04:22:00,45,390
462,2022-11-30 04:23:00,30,920
463,2022-11-30 04:24:00,16,1550
464,2022-11-30 04:24:00,18,640
465,2022-11-30 04:24:00,28,810
466,2022-11-30 04:24:00,44,1840
467,2022-11-30 04:26:00,5,770
468,2022-11-30 04:26:00,26,1380
469,2022-11-30 04:27:00,7,1450
470,2022-11-30 04:27:00,14,1270
471,2022-11-30 04:28:00,3,310
472,2022-11-30 04:28:00,27,1690
473,2022-11-30 04:29:00,29,1720
474,2022-11-30 04:30:00,38,1840
475,2022-11-30 04:31:00,12,1260
476,2022-11-30 04:31:00,26,360
477,2022-11-30 04:31:00,39,390
478,2022-11-30 04:31:00,43,1470
479,2022-11-30 04:32:00,37,1440
480,2022-11-30 04:33:00,27,1090
481,2022-11-30 04:33:00,40,280
482,2022-11-30 04:34:00,31,280
483,2022-11-30 04:35:00,13,240
484,2022-11-30 04:35:00,35,810
485,2022-11-30 04:35:00,36,1400
486,2022-11-30 04:35:00,42,1920
487,2022-11-30 04:36:00,2,370
488,2022-11-30 04:36:00,14,130
489,2022-11-30 04:36:00,22,1880
490,2022-11-30 04:37:00,5,940
491,2022-11-30 04:37:00,20,840
492,2022-11-30 04:37:00,24,790
493,2022-11-30 04:37:00,34,1120
494,2022-11-30 04:37:00,37,420
495,2022-11-30 04:37:00,47,1890
496,2022-11-30 04:38:00,6,270
497,2022-11-30 04:38:00,30,1720
498,2022-11-30 04:39:00,41,1910
499,2022-11-30 04:40:00,25,370
500,2022-11-30 04:40:00,38,1300
501,2022-11-30 04:40:00,48,1990
502,2022-11-30 04:41:00,10,710
503,2022-11-30 04:42:00,27,320
504,2022-11-30 04:43:00,15,440
505,2022-11-30 04:44:00,4,560
506,2022-11-30 04:44:00,49,1690
507,2022-11-30 04:45:00,18,510
508,2022-11-30 04:45:00,21,1380
509,2022-11-30 04:45:00,35,1040
510,2022-11-30 04:46:00,1,1800
511,2022-11-30 04:46:00,11,1450
512,2022-11-30 04:48:00,16,390
513,2022-11-30 04:48:00,22,1800
514,2022-11-30 04:48:00,34,120
515,2022-11-30 04:51:00,0,1580
516,2022-11-30 04:51:00,6,420
517,2022-11-30 04:51:00,21,1370
518,2022-11-30 04:52:00,12,1530
519,2022-11-30 04:52:00,46,890
520,2022-11-30 04:53:00,13,1980
521,2022-11-30 04:53:00,24,1060
522,2022-11-30 04:54:00,9,240
523,2022-11-30 04:54:00,44,1630
524,2022-11-30 04:55:00,49,870
525,2022-11-30 04:56:00,2,1260
526,2022-11-30 04:56:00,7,680
527,2022-11-30 04:56:00,34,1900
528,2022-11-30 04:58:00,17,1420
529,2022-11-30 04:58:00,23,1120
530,2022-11-30 04:58:00,26,430
531,2022-11-30 04:58:00,27,950
532,2022-11-30 04:59:00,33,1110
533,2022-11-30 05:00:00,15,1270
534,2022-11-30 05:00:00,32,1340
535,2022-11-30 05:01:00,8,1770
536,2022-11-30 05:01:00,9,50
537,2022-11-30 05:01:00,11,1690
538,2022-11-30 05:02:00,28,1560
539,2022-11-30 05:03:00,45,1280
540,2022-11-30 05:05:00,19,780
541,2022-11-30 05:05:00,20,1880
542,2022-11-30 05:05:00,21,1470
543,2022-11-30 05:06:00,24,20
544,2022-11-30 05:06:00,26,1000
545,2022-11-30 05:06:00,40,950
546,2022-11-30 05:06:00,49,1000
547,2022-11-30 05:07:00,7,1940
548,2022-11-30 05:07:00,31,1720
549,2022-11-30 05:09:00,11,1970
550,2022-11-30 05:09:00,23,1570
551,2022-11-30 05:10:00,28,1610
552,2022-11-30 05:10:00,43,1850
553,2022-11-30 05:11:00,33,810
554,2022-11-30 05:11:00,37,560
555,2022-11-30 05:11:00,44,520
556,2022-11-30 05:12:00,18,1350
557,2022-11-30 05:13:00,3,1460
558,2022-11-30 05:13:00,21,930
559,2022-11-30 05:13:00,38,1640
560,2022-11-30 05:13:00,47,990
561,2022-11-30 05:15:00,29,1760
562,2022-11-30 05:15:00,42,1480
563,2022-11-30 05:16:00,8,1450
564,2022-11-30 05:17:00,2,430
565,2022-11-30 05:17:00,16,1280
566,2022-11-30 05:17:00,20,590
567,2022-11-30 05:17:00,35,1870
568,2022-11-30 05:17:00,39,970
569,2022-11-30 05:18:00,5,1490
570,2022-11-30 05:19:00,48,780
571,2022-11-30 05:20:00,10,220
572,2022-11-30 05:20:00,41,1440
573,2022-11-30 05:21:00,12,870
574,2022-11-30 05:21:00,14,1780
575,2022-11-30 05:21:00,17,1410
576,2022-11-30 05:22:00,13,1820
577,2022-11-30 05:22:00,18,60
578,2022-11-30 05:22:00,36,1800
579,2022-11-30 05:22:00,39,240
580,2022-11-30 05:23:00,1,810
581,2022-11-30 05:23:00,30,700
582,2022-11-30 05:24:00,27,980
583,2022-11-30 05:24:00,46,1820
584,2022-11-30 05:25:00,4,1110
585,2022-11-30 05:25:00,41,730
586,2022-11-30 05:26:00,6,410
587,2022-11-30 05:26:00,25,1260
588,2022-11-30 05:26:00,48,390
589,2022-11-30 05:29:00,23,550
590,2022-11-30 05:29:00,38,1560
591,2022-11-30 05:31:00,1,890
592,2022-11-30 05:31:00,9,950
593,2022-11-30 05:31:00,22,400
594,2022-11-30 05:32:00,20,850
595,2022-11-30 05:32:00,43,1650
596,2022-11-30 05:33:00,2,1980
597,2022-11-30 05:33:00,49,970
598,2022-11-30 05:34:00,0,1510
599,2022-11-30 05:34:00,7,1890
600,2022-11-30 05:34:00,37,640
601,2022-11-30 05:35:00,21,830
602,2022-11-30 05:35:00,30,420
603,2022-11-30 05:36:00,47,590
604,2022-11-30 05:37:00,36,660
605,2022-11-30 05:39:00,11,1720
606,2022-11-30 05:40:00,27,1070
607,2022-11-30 05:41:00,12,510
608,2022-11-30 05:41:00,29,1400
609,2022-11-30 05:42:00,3,130
610,2022-11-30 05:42:00,15,1750
611,2022-11-30 05:42:00,22,690
612,2022-11-30 05:43:00,16,1720
613,2022-11-30 05:44:00,32,1780
614,2022-11-30 05:44:00,46,1160
615,2022-11-30 05:45:00,9,570
616,2022-11-30 05:45:00,25,600
617,2022-11-30 05:45:00,28,680
618,2022-11-30 05:45:00,34,310
619,2022-11-30 05:45:00,45,1760
620,2022-11-30 05:46:00,7,1790
621,2022-11-30 05:46:00,44,1700
622,2022-11-30 05:49:00,46,1080
623,2022-11-30 05:51:00,14,810
624,2022-11-30 05:51:00,26,640
625,2022-11-30 05:51:00,30,1680
626,2022-11-30 05:51:00,35,1210
627,2022-11-30 05:52:00,48,1450
628,2022-11-30 05:53:00,9,1930
629,2022-11-30 05:53:00,19,800
630,2022-11-30 05:53:00,38,1640
631,2022-11-30 05:54:00,5,1390
632,2022-11-30 05:54:00,18,30
633,2022-11-30 05:54:00,40,550
634,2022-11-30 05:54:00,42,310
635,2022-11-30 05:55:00,24,1080
636,2022-11-30 05:55:00,33,940
637,2022-11-30 05:56:00,20,780
638,2022-11-30 05:56:00,31,870
639,2022-11-30 05:57:00,12,330
640,2022-11-30 05:57:00,13,770
641,2022-11-30 05:58:00,0,1760
642,2022-11-30 05:58:00,1,510
643,2022-11-30 05:58:00,28,320
644,2022-11-30 05:59:00,22,1900
645,2022-11-30 06:00:00,6,700
646,2022-11-30 06:00:00,10,440
647,2022-11-30 06:01:00,17,1140
648,2022-11-30 06:01:00,35,380
649,2022-11-30 06:01:00,41,1390
650,2022-11-30 06:02:00,37,1930
651,2022-11-30 06:03:00,4,1110
652,2022-11-30 06:04:00,39,380
653,2022-11-30 06:05:00,8,1940
654,2022-11-30 06:06:00,22,480
655,2022-11-30 06:08:00,6,1970
656,2022-11-30 06:08:00,11,880
657,2022-11-30 06:08:00,17,960
658,2022-11-30 06:08:00,18,220
659,2022-11-30 06:09:00,23,1340
660,2022-11-30 06:10:00,32,1210
661,2022-11-30 06:10:00,37,750
662,2022-11-30 06:12:00,4,1550
663,2022-11-30 06:12:00,16,1030
664,2022-11-30 06:13:00,5,1850
665,2022-11-30 06:14:00,33,1390
666,2022-11-30 06:14:00,35,390
667,2022-11-30 06:14:00,41,610
668,2022-11-30 06:15:00,7,600
669,2022-11-30 06:15:00,42,1800
670,2022-11-30 06:16:00,30,1680
671,2022-11-30 06:16:00,37,100
672,2022-11-30 06:17:00,28,470
673,2022-11-30 06:17:00,36,1520
674,2022-11-30 06:18:00,18,790
675,2022-11-30 06:18:00,21,200
676,2022-11-30 06:18:00,29,830
677,2022-11-30 06:18:00,44,1210
678,2022-11-30 06:19:00,0,1920
679,2022-11-30 06:19:00,8,1720
680,2022-11-30 06:19:00,34,1010
681,2022-11-30 06:19:00,40,1430
682,2022-11-30 06:19:00,43,50
683,2022-11-30 06:19:00,49,1550
684,2022-11-30 06:20:00,42,1420
685,2022-11-30 06:21:00,27,1120
686,2022-11-30 06:22:00,2,310
687,2022-11-30 06:22:00,15,420
688,2022-11-30 06:22:00,25,1630
689,2022-11-30 06:23:00,31,410
690,2022-11-30 06:23:00,47,1610
691,2022-11-30 06:25:00,45,1690
692,2022-11-30 06:26:00,35,980
693,2022-11-30 06:27:00,33,1240
694,2022-11-30 06:27:00,46,870
695,2022-11-30 06:28:00,9,190
696,2022-11-30 06:28:00,12,60
697,2022-11-30 06:28:00,14,690
698,2022-11-30 06:29:00,1,830
699,2022-11-30 06:29:00,36,1760
700,2022-11-30 06:30:00,3,670
701,2022-11-30 06:30:00,5,570
702,2022-11-30 06:30:00,7,1430
703,2022-11-30 06:31:00,11,1470
704,2022-11-30 06:32:00,15,90
705,2022-11-30 06:34:00,47,1710
706,2022-11-30 06:34:00,49,1310
707,2022-11-30 06:35:00,38,1560
708,2022-11-30 06:35:00,39,230
709,2022-11-30 06:36:00,14,190
710,2022-11-30 06:36:00,45,280
711,2022-11-30 06:37:00,5,320
712,2022-11-30 06:38:00,13,860
713,2022-11-30 06:38:00,19,790
714,2022-11-30 06:39:00,22,1610
715,2022-11-30 06:39:00,24,630
